instant,date,season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,hum,windspeed,casual,registered,cnt,day_type,day_name
9853,2012-02-20,Spring,2012,Feb,12,Yes,Monday,Holiday,Clear/Partly Cloudy,0.28,0.2727,0.45,0.2239,65,216,281,Weekend/Holiday,Monday
9854,2012-02-20,Spring,2012,Feb,13,Yes,Monday,Holiday,Clear/Partly Cloudy,0.3,0.2879,0.42,0.2836,66,246,312,Weekend/Holiday,Monday
9855,2012-02-20,Spring,2012,Feb,14,Yes,Monday,Holiday,Clear/Partly Cloudy,0.32,0.3182,0.36,0.194,57,206,263,Weekend/Holiday,Monday
9856,2012-02-20,Spring,2012,Feb,15,Yes,Monday,Holiday,Clear/Partly Cloudy,0.34,0.3182,0.34,0.2239,54,235,289,Weekend/Holiday,Monday
9857,2012-02-20,Spring,2012,Feb,16,Yes,Monday,Holiday,Clear/Partly Cloudy,0.36,0.3788,0.29,0.1045,64,216,280,Weekend/Holiday,Monday
9858,2012-02-20,Spring,2012,Feb,17,Yes,Monday,Holiday,Clear/Partly Cloudy,0.38,0.3939,0.27,0.2537,27,226,253,Weekend/Holiday,Monday
9859,2012-02-20,Spring,2012,Feb,18,Yes,Monday,Holiday,Clear/Partly Cloudy,0.34,0.3182,0.34,0.2239,27,215,242,Weekend/Holiday,Monday
9860,2012-02-20,Spring,2012,Feb,19,Yes,Monday,Holiday,Clear/Partly Cloudy,0.34,0.3182,0.34,0.2239,8,164,172,Weekend/Holiday,Monday
9861,2012-02-20,Spring,2012,Feb,20,Yes,Monday,Holiday,Clear/Partly Cloudy,0.34,0.3333,0.34,0.194,9,117,126,Weekend/Holiday,Monday
9862,2012-02-20,Spring,2012,Feb,21,Yes,Monday,Holiday,Clear/Partly Cloudy,0.3,0.303,0.39,0.1642,8,90,98,Weekend/Holiday,Monday
9863,2012-02-20,Spring,2012,Feb,22,Yes,Monday,Holiday,Clear/Partly Cloudy,0.3,0.3182,0.45,0.0896,9,53,62,Weekend/Holiday,Monday
9864,2012-02-20,Spring,2012,Feb,23,Yes,Monday,Holiday,Clear/Partly Cloudy,0.3,0.3333,0.39,0.0,0,26,26,Weekend/Holiday,Monday
9865,2012-02-21,Spring,2012,Feb,0,No,Tuesday,Working Day,Clear/Partly Cloudy,0.26,0.303,0.65,0.0,1,11,12,Working Day,Tuesday
9866,2012-02-21,Spring,2012,Feb,1,No,Tuesday,Working Day,Clear/Partly Cloudy,0.26,0.303,0.56,0.0,0,7,7,Working Day,Tuesday
9867,2012-02-21,Spring,2012,Feb,2,No,Tuesday,Working Day,Clear/Partly Cloudy,0.24,0.2879,0.6,0.0,0,3,3,Working Day,Tuesday
9868,2012-02-21,Spring,2012,Feb,4,No,Tuesday,Working Day,Clear/Partly Cloudy,0.22,0.2727,0.64,0.0,0,2,2,Working Day,Tuesday
9869,2012-02-21,Spring,2012,Feb,5,No,Tuesday,Working Day,Clear/Partly Cloudy,0.2,0.2576,0.69,0.0,0,15,15,Working Day,Tuesday
9870,2012-02-21,Spring,2012,Feb,6,No,Tuesday,Working Day,Clear/Partly Cloudy,0.2,0.2576,0.75,0.0,3,83,86,Working Day,Tuesday
9871,2012-02-21,Spring,2012,Feb,7,No,Tuesday,Working Day,Clear/Partly Cloudy,0.22,0.2727,0.64,0.0,6,273,279,Working Day,Tuesday
9872,2012-02-21,Spring,2012,Feb,8,No,Tuesday,Working Day,Clear/Partly Cloudy,0.2,0.2273,0.69,0.0896,5,459,464,Working Day,Tuesday
9873,2012-02-21,Spring,2012,Feb,9,No,Tuesday,Working Day,Clear/Partly Cloudy,0.2,0.2273,0.75,0.1045,6,211,217,Working Day,Tuesday
9874,2012-02-21,Spring,2012,Feb,10,No,Tuesday,Working Day,Clear/Partly Cloudy,0.24,0.2273,0.7,0.194,8,77,85,Working Day,Tuesday
9875,2012-02-21,Spring,2012,Feb,11,No,Tuesday,Working Day,Mist/Cloudy,0.26,0.2424,0.7,0.2836,5,81,86,Working Day,Tuesday
9876,2012-02-21,Spring,2012,Feb,12,No,Tuesday,Working Day,Mist/Cloudy,0.3,0.2727,0.56,0.3881,16,147,163,Working Day,Tuesday
9877,2012-02-21,Spring,2012,Feb,13,No,Tuesday,Working Day,Clear/Partly Cloudy,0.34,0.303,0.49,0.4179,8,123,131,Working Day,Tuesday
9878,2012-02-21,Spring,2012,Feb,14,No,Tuesday,Working Day,Mist/Cloudy,0.32,0.2879,0.53,0.3881,16,108,124,Working Day,Tuesday
9879,2012-02-21,Spring,2012,Feb,15,No,Tuesday,Working Day,Clear/Partly Cloudy,0.34,0.303,0.49,0.4179,23,137,160,Working Day,Tuesday
9880,2012-02-21,Spring,2012,Feb,16,No,Tuesday,Working Day,Clear/Partly Cloudy,0.36,0.3333,0.46,0.4179,14,240,254,Working Day,Tuesday
9881,2012-02-21,Spring,2012,Feb,17,No,Tuesday,Working Day,Clear/Partly Cloudy,0.38,0.3939,0.4,0.4478,21,411,432,Working Day,Tuesday
9882,2012-02-21,Spring,2012,Feb,18,No,Tuesday,Working Day,Clear/Partly Cloudy,0.38,0.3939,0.4,0.4478,11,414,425,Working Day,Tuesday
9883,2012-02-21,Spring,2012,Feb,19,No,Tuesday,Working Day,Clear/Partly Cloudy,0.36,0.3333,0.46,0.2985,5,299,304,Working Day,Tuesday
9884,2012-02-21,Spring,2012,Feb,20,No,Tuesday,Working Day,Clear/Partly Cloudy,0.34,0.3182,0.53,0.2537,4,223,227,Working Day,Tuesday
9885,2012-02-21,Spring,2012,Feb,21,No,Tuesday,Working Day,Clear/Partly Cloudy,0.34,0.3333,0.61,0.1642,7,147,154,Working Day,Tuesday
9886,2012-02-21,Spring,2012,Feb,22,No,Tuesday,Working Day,Mist/Cloudy,0.34,0.3333,0.71,0.194,3,97,100,Working Day,Tuesday
9887,2012-02-21,Spring,2012,Feb,23,No,Tuesday,Working Day,Clear/Partly Cloudy,0.32,0.303,0.66,0.2239,1,46,47,Working Day,Tuesday
9888,2012-02-22,Spring,2012,Feb,0,No,Wednesday,Working Day,Clear/Partly Cloudy,0.32,0.303,0.66,0.2239,5,19,24,Working Day,Wednesday
9889,2012-02-22,Spring,2012,Feb,1,No,Wednesday,Working Day,Clear/Partly Cloudy,0.32,0.3333,0.7,0.1343,3,4,7,Working Day,Wednesday
9890,2012-02-22,Spring,2012,Feb,2,No,Wednesday,Working Day,Clear/Partly Cloudy,0.34,0.3182,0.66,0.2836,1,5,6,Working Day,Wednesday
9891,2012-02-22,Spring,2012,Feb,3,No,Wednesday,Working Day,Mist/Cloudy,0.34,0.3182,0.71,0.2239,1,3,4,Working Day,Wednesday
9892,2012-02-22,Spring,2012,Feb,4,No,Wednesday,Working Day,Clear/Partly Cloudy,0.34,0.3333,0.71,0.1642,0,2,2,Working Day,Wednesday
9893,2012-02-22,Spring,2012,Feb,5,No,Wednesday,Working Day,Clear/Partly Cloudy,0.32,0.3333,0.7,0.1045,1,29,30,Working Day,Wednesday
9894,2012-02-22,Spring,2012,Feb,6,No,Wednesday,Working Day,Clear/Partly Cloudy,0.32,0.3182,0.76,0.1642,5,85,90,Working Day,Wednesday
9895,2012-02-22,Spring,2012,Feb,7,No,Wednesday,Working Day,Clear/Partly Cloudy,0.32,0.3333,0.76,0.0896,10,292,302,Working Day,Wednesday
9896,2012-02-22,Spring,2012,Feb,8,No,Wednesday,Working Day,Clear/Partly Cloudy,0.3,0.3182,0.75,0.0896,9,567,576,Working Day,Wednesday
9897,2012-02-22,Spring,2012,Feb,9,No,Wednesday,Working Day,Clear/Partly Cloudy,0.32,0.3333,0.7,0.0896,11,241,252,Working Day,Wednesday
9898,2012-02-22,Spring,2012,Feb,10,No,Wednesday,Working Day,Clear/Partly Cloudy,0.34,0.3485,0.71,0.0896,17,122,139,Working Day,Wednesday
9899,2012-02-22,Spring,2012,Feb,11,No,Wednesday,Working Day,Clear/Partly Cloudy,0.36,0.3485,0.66,0.1642,22,149,171,Working Day,Wednesday
9900,2012-02-22,Spring,2012,Feb,12,No,Wednesday,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.62,0.2836,21,186,207,Working Day,Wednesday
9901,2012-02-22,Spring,2012,Feb,13,No,Wednesday,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.54,0.2985,15,175,190,Working Day,Wednesday
9902,2012-02-22,Spring,2012,Feb,14,No,Wednesday,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.54,0.3284,35,142,177,Working Day,Wednesday
9903,2012-02-22,Spring,2012,Feb,15,No,Wednesday,Working Day,Clear/Partly Cloudy,0.5,0.4848,0.31,0.4179,34,161,195,Working Day,Wednesday
9904,2012-02-22,Spring,2012,Feb,16,No,Wednesday,Working Day,Clear/Partly Cloudy,0.52,0.5,0.29,0.4627,30,268,298,Working Day,Wednesday
9905,2012-02-22,Spring,2012,Feb,17,No,Wednesday,Working Day,Clear/Partly Cloudy,0.52,0.5,0.32,0.3881,43,486,529,Working Day,Wednesday
9906,2012-02-22,Spring,2012,Feb,18,No,Wednesday,Working Day,Mist/Cloudy,0.48,0.4697,0.41,0.3284,42,483,525,Working Day,Wednesday
9907,2012-02-22,Spring,2012,Feb,19,No,Wednesday,Working Day,Mist/Cloudy,0.46,0.4545,0.44,0.2836,22,305,327,Working Day,Wednesday
9908,2012-02-22,Spring,2012,Feb,20,No,Wednesday,Working Day,Mist/Cloudy,0.44,0.4394,0.47,0.194,25,249,274,Working Day,Wednesday
9909,2012-02-22,Spring,2012,Feb,21,No,Wednesday,Working Day,Mist/Cloudy,0.48,0.4697,0.33,0.2836,19,220,239,Working Day,Wednesday
9910,2012-02-22,Spring,2012,Feb,22,No,Wednesday,Working Day,Mist/Cloudy,0.44,0.4394,0.47,0.2537,18,129,147,Working Day,Wednesday
9911,2012-02-22,Spring,2012,Feb,23,No,Wednesday,Working Day,Mist/Cloudy,0.46,0.4545,0.41,0.2836,5,57,62,Working Day,Wednesday
9912,2012-02-23,Spring,2012,Feb,0,No,Thursday,Working Day,Mist/Cloudy,0.44,0.4394,0.47,0.2537,12,30,42,Working Day,Thursday
9913,2012-02-23,Spring,2012,Feb,1,No,Thursday,Working Day,Mist/Cloudy,0.44,0.4394,0.58,0.2836,3,12,15,Working Day,Thursday
9914,2012-02-23,Spring,2012,Feb,2,No,Thursday,Working Day,Mist/Cloudy,0.44,0.4394,0.62,0.2239,5,4,9,Working Day,Thursday
9915,2012-02-23,Spring,2012,Feb,3,No,Thursday,Working Day,Light Snow/Rain,0.44,0.4394,0.67,0.194,2,4,6,Working Day,Thursday
9916,2012-02-23,Spring,2012,Feb,4,No,Thursday,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.76,0.2239,0,1,1,Working Day,Thursday
9917,2012-02-23,Spring,2012,Feb,5,No,Thursday,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.76,0.2239,2,30,32,Working Day,Thursday
9918,2012-02-23,Spring,2012,Feb,6,No,Thursday,Working Day,Clear/Partly Cloudy,0.36,0.3485,0.87,0.194,3,88,91,Working Day,Thursday
9919,2012-02-23,Spring,2012,Feb,7,No,Thursday,Working Day,Clear/Partly Cloudy,0.36,0.3485,0.81,0.2239,9,317,326,Working Day,Thursday
9920,2012-02-23,Spring,2012,Feb,8,No,Thursday,Working Day,Clear/Partly Cloudy,0.34,0.3333,0.87,0.194,11,549,560,Working Day,Thursday
9921,2012-02-23,Spring,2012,Feb,9,No,Thursday,Working Day,Clear/Partly Cloudy,0.36,0.3333,0.81,0.2537,14,228,242,Working Day,Thursday
9922,2012-02-23,Spring,2012,Feb,10,No,Thursday,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.67,0.194,41,107,148,Working Day,Thursday
9923,2012-02-23,Spring,2012,Feb,11,No,Thursday,Working Day,Clear/Partly Cloudy,0.48,0.4697,0.48,0.2836,54,128,182,Working Day,Thursday
9924,2012-02-23,Spring,2012,Feb,12,No,Thursday,Working Day,Clear/Partly Cloudy,0.5,0.4848,0.42,0.2537,25,199,224,Working Day,Thursday
9925,2012-02-23,Spring,2012,Feb,13,No,Thursday,Working Day,Clear/Partly Cloudy,0.52,0.5,0.39,0.194,30,188,218,Working Day,Thursday
9926,2012-02-23,Spring,2012,Feb,14,No,Thursday,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.37,0.2537,36,156,192,Working Day,Thursday
9927,2012-02-23,Spring,2012,Feb,15,No,Thursday,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.33,0.1343,46,171,217,Working Day,Thursday
9928,2012-02-23,Spring,2012,Feb,16,No,Thursday,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.32,0.0,45,298,343,Working Day,Thursday
9929,2012-02-23,Spring,2012,Feb,17,No,Thursday,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.32,0.1642,49,561,610,Working Day,Thursday
9930,2012-02-23,Spring,2012,Feb,18,No,Thursday,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.37,0.1343,36,486,522,Working Day,Thursday
9931,2012-02-23,Spring,2012,Feb,19,No,Thursday,Working Day,Clear/Partly Cloudy,0.5,0.4848,0.39,0.0896,20,349,369,Working Day,Thursday
9932,2012-02-23,Spring,2012,Feb,20,No,Thursday,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.44,0.1343,23,246,269,Working Day,Thursday
9933,2012-02-23,Spring,2012,Feb,21,No,Thursday,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.51,0.2239,17,205,222,Working Day,Thursday
9934,2012-02-23,Spring,2012,Feb,22,No,Thursday,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.54,0.2537,19,118,137,Working Day,Thursday
9935,2012-02-23,Spring,2012,Feb,23,No,Thursday,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.54,0.0,14,71,85,Working Day,Thursday
9936,2012-02-24,Spring,2012,Feb,0,No,Friday,Working Day,Mist/Cloudy,0.44,0.4394,0.58,0.0896,12,34,46,Working Day,Friday
9937,2012-02-24,Spring,2012,Feb,1,No,Friday,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.62,0.194,3,15,18,Working Day,Friday
9938,2012-02-24,Spring,2012,Feb,2,No,Friday,Working Day,Light Snow/Rain,0.42,0.4242,0.77,0.2836,1,4,5,Working Day,Friday
9939,2012-02-24,Spring,2012,Feb,3,No,Friday,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.82,0.1343,0,5,5,Working Day,Friday
9940,2012-02-24,Spring,2012,Feb,4,No,Friday,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.87,0.1343,0,2,2,Working Day,Friday
9941,2012-02-24,Spring,2012,Feb,5,No,Friday,Working Day,Mist/Cloudy,0.4,0.4091,0.87,0.194,1,25,26,Working Day,Friday
9942,2012-02-24,Spring,2012,Feb,6,No,Friday,Working Day,Mist/Cloudy,0.4,0.4091,0.87,0.1642,2,80,82,Working Day,Friday
9943,2012-02-24,Spring,2012,Feb,7,No,Friday,Working Day,Mist/Cloudy,0.4,0.4091,0.76,0.2239,7,265,272,Working Day,Friday
9944,2012-02-24,Spring,2012,Feb,8,No,Friday,Working Day,Mist/Cloudy,0.38,0.3939,0.76,0.3284,17,452,469,Working Day,Friday
9945,2012-02-24,Spring,2012,Feb,9,No,Friday,Working Day,Light Snow/Rain,0.36,0.3333,0.81,0.2537,15,229,244,Working Day,Friday
9946,2012-02-24,Spring,2012,Feb,10,No,Friday,Working Day,Light Snow/Rain,0.36,0.3485,0.81,0.1642,22,119,141,Working Day,Friday
9947,2012-02-24,Spring,2012,Feb,11,No,Friday,Working Day,Mist/Cloudy,0.36,0.3636,0.81,0.1045,27,136,163,Working Day,Friday
9948,2012-02-24,Spring,2012,Feb,12,No,Friday,Working Day,Mist/Cloudy,0.4,0.4091,0.76,0.1343,27,201,228,Working Day,Friday
9949,2012-02-24,Spring,2012,Feb,13,No,Friday,Working Day,Mist/Cloudy,0.42,0.4242,0.71,0.1045,30,153,183,Working Day,Friday
9950,2012-02-24,Spring,2012,Feb,14,No,Friday,Working Day,Mist/Cloudy,0.46,0.4545,0.67,0.1045,5,26,31,Working Day,Friday
9951,2012-02-24,Spring,2012,Feb,15,No,Friday,Working Day,Light Snow/Rain,0.4,0.4091,0.87,0.194,11,83,94,Working Day,Friday
9952,2012-02-24,Spring,2012,Feb,16,No,Friday,Working Day,Light Snow/Rain,0.4,0.4091,0.87,0.194,12,166,178,Working Day,Friday
9953,2012-02-24,Spring,2012,Feb,17,No,Friday,Working Day,Light Snow/Rain,0.42,0.4242,0.94,0.1045,14,242,256,Working Day,Friday
9954,2012-02-24,Spring,2012,Feb,18,No,Friday,Working Day,Mist/Cloudy,0.42,0.4242,0.94,0.0,11,289,300,Working Day,Friday
9955,2012-02-24,Spring,2012,Feb,19,No,Friday,Working Day,Mist/Cloudy,0.44,0.4394,0.88,0.1045,6,227,233,Working Day,Friday
9956,2012-02-24,Spring,2012,Feb,20,No,Friday,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.62,0.4179,8,159,167,Working Day,Friday
9957,2012-02-24,Spring,2012,Feb,21,No,Friday,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.35,0.806,1,151,152,Working Day,Friday
9958,2012-02-24,Spring,2012,Feb,22,No,Friday,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.37,0.5821,4,102,106,Working Day,Friday
9959,2012-02-24,Spring,2012,Feb,23,No,Friday,Working Day,Clear/Partly Cloudy,0.38,0.3939,0.37,0.6866,10,76,86,Working Day,Friday
9960,2012-02-25,Spring,2012,Feb,0,No,Saturday,Holiday,Clear/Partly Cloudy,0.36,0.3333,0.43,0.3881,5,56,61,Weekend/Holiday,Saturday
9961,2012-02-25,Spring,2012,Feb,1,No,Saturday,Holiday,Clear/Partly Cloudy,0.34,0.303,0.42,0.3582,4,42,46,Weekend/Holiday,Saturday
9962,2012-02-25,Spring,2012,Feb,2,No,Saturday,Holiday,Clear/Partly Cloudy,0.32,0.303,0.45,0.2537,1,37,38,Weekend/Holiday,Saturday
9963,2012-02-25,Spring,2012,Feb,3,No,Saturday,Holiday,Clear/Partly Cloudy,0.3,0.2727,0.45,0.2985,0,7,7,Weekend/Holiday,Saturday
9964,2012-02-25,Spring,2012,Feb,4,No,Saturday,Holiday,Clear/Partly Cloudy,0.3,0.2727,0.42,0.3284,0,2,2,Weekend/Holiday,Saturday
9965,2012-02-25,Spring,2012,Feb,5,No,Saturday,Holiday,Mist/Cloudy,0.3,0.2727,0.42,0.2985,0,3,3,Weekend/Holiday,Saturday
9966,2012-02-25,Spring,2012,Feb,6,No,Saturday,Holiday,Mist/Cloudy,0.3,0.2727,0.42,0.2985,1,12,13,Weekend/Holiday,Saturday
9967,2012-02-25,Spring,2012,Feb,7,No,Saturday,Holiday,Clear/Partly Cloudy,0.28,0.2424,0.45,0.4478,3,20,23,Weekend/Holiday,Saturday
9968,2012-02-25,Spring,2012,Feb,8,No,Saturday,Holiday,Clear/Partly Cloudy,0.26,0.2273,0.48,0.2985,3,90,93,Weekend/Holiday,Saturday
9969,2012-02-25,Spring,2012,Feb,9,No,Saturday,Holiday,Light Snow/Rain,0.22,0.197,0.75,0.3284,15,107,122,Weekend/Holiday,Saturday
9970,2012-02-25,Spring,2012,Feb,10,No,Saturday,Holiday,Clear/Partly Cloudy,0.26,0.2273,0.6,0.3582,24,159,183,Weekend/Holiday,Saturday
9971,2012-02-25,Spring,2012,Feb,11,No,Saturday,Holiday,Clear/Partly Cloudy,0.3,0.2576,0.39,0.6119,23,187,210,Weekend/Holiday,Saturday
9972,2012-02-25,Spring,2012,Feb,12,No,Saturday,Holiday,Clear/Partly Cloudy,0.32,0.2727,0.29,0.6567,41,217,258,Weekend/Holiday,Saturday
9973,2012-02-25,Spring,2012,Feb,13,No,Saturday,Holiday,Clear/Partly Cloudy,0.32,0.2879,0.31,0.4925,48,178,226,Weekend/Holiday,Saturday
9974,2012-02-25,Spring,2012,Feb,14,No,Saturday,Holiday,Clear/Partly Cloudy,0.32,0.2727,0.29,0.5522,35,181,216,Weekend/Holiday,Saturday
9975,2012-02-25,Spring,2012,Feb,15,No,Saturday,Holiday,Clear/Partly Cloudy,0.32,0.2879,0.29,0.4179,21,211,232,Weekend/Holiday,Saturday
9976,2012-02-25,Spring,2012,Feb,16,No,Saturday,Holiday,Clear/Partly Cloudy,0.32,0.2727,0.26,0.5821,32,163,195,Weekend/Holiday,Saturday
9977,2012-02-25,Spring,2012,Feb,17,No,Saturday,Holiday,Clear/Partly Cloudy,0.3,0.2727,0.33,0.3582,16,143,159,Weekend/Holiday,Saturday
9978,2012-02-25,Spring,2012,Feb,18,No,Saturday,Holiday,Clear/Partly Cloudy,0.3,0.2576,0.28,0.5821,7,126,133,Weekend/Holiday,Saturday
9979,2012-02-25,Spring,2012,Feb,19,No,Saturday,Holiday,Clear/Partly Cloudy,0.26,0.2121,0.33,0.4478,12,137,149,Weekend/Holiday,Saturday
9980,2012-02-25,Spring,2012,Feb,20,No,Saturday,Holiday,Clear/Partly Cloudy,0.26,0.2121,0.3,0.5522,10,95,105,Weekend/Holiday,Saturday
9981,2012-02-25,Spring,2012,Feb,21,No,Saturday,Holiday,Clear/Partly Cloudy,0.24,0.2121,0.35,0.3284,5,80,85,Weekend/Holiday,Saturday
9982,2012-02-25,Spring,2012,Feb,22,No,Saturday,Holiday,Clear/Partly Cloudy,0.24,0.197,0.38,0.4627,4,78,82,Weekend/Holiday,Saturday
9983,2012-02-25,Spring,2012,Feb,23,No,Saturday,Holiday,Clear/Partly Cloudy,0.24,0.197,0.41,0.4179,7,84,91,Weekend/Holiday,Saturday
9984,2012-02-26,Spring,2012,Feb,0,No,Sunday,Holiday,Clear/Partly Cloudy,0.24,0.2121,0.41,0.3582,7,63,70,Weekend/Holiday,Sunday
9985,2012-02-26,Spring,2012,Feb,1,No,Sunday,Holiday,Clear/Partly Cloudy,0.24,0.2121,0.44,0.3284,5,50,55,Weekend/Holiday,Sunday
9986,2012-02-26,Spring,2012,Feb,2,No,Sunday,Holiday,Clear/Partly Cloudy,0.24,0.2121,0.44,0.3284,5,37,42,Weekend/Holiday,Sunday
9987,2012-02-26,Spring,2012,Feb,3,No,Sunday,Holiday,Clear/Partly Cloudy,0.24,0.2273,0.41,0.194,0,21,21,Weekend/Holiday,Sunday
9988,2012-02-26,Spring,2012,Feb,4,No,Sunday,Holiday,Clear/Partly Cloudy,0.24,0.2273,0.41,0.194,1,5,6,Weekend/Holiday,Sunday
9989,2012-02-26,Spring,2012,Feb,5,No,Sunday,Holiday,Clear/Partly Cloudy,0.22,0.2121,0.44,0.2239,0,5,5,Weekend/Holiday,Sunday
9990,2012-02-26,Spring,2012,Feb,6,No,Sunday,Holiday,Clear/Partly Cloudy,0.22,0.197,0.44,0.3284,0,2,2,Weekend/Holiday,Sunday
9991,2012-02-26,Spring,2012,Feb,7,No,Sunday,Holiday,Clear/Partly Cloudy,0.2,0.1818,0.51,0.2985,2,20,22,Weekend/Holiday,Sunday
9992,2012-02-26,Spring,2012,Feb,8,No,Sunday,Holiday,Clear/Partly Cloudy,0.2,0.197,0.51,0.2537,2,57,59,Weekend/Holiday,Sunday
9993,2012-02-26,Spring,2012,Feb,9,No,Sunday,Holiday,Clear/Partly Cloudy,0.22,0.2121,0.47,0.2239,11,76,87,Weekend/Holiday,Sunday
9994,2012-02-26,Spring,2012,Feb,10,No,Sunday,Holiday,Clear/Partly Cloudy,0.26,0.2576,0.41,0.1642,27,161,188,Weekend/Holiday,Sunday
9995,2012-02-26,Spring,2012,Feb,11,No,Sunday,Holiday,Clear/Partly Cloudy,0.28,0.2576,0.41,0.2836,43,184,227,Weekend/Holiday,Sunday
9996,2012-02-26,Spring,2012,Feb,12,No,Sunday,Holiday,Clear/Partly Cloudy,0.3,0.303,0.39,0.1343,49,256,305,Weekend/Holiday,Sunday
9997,2012-02-26,Spring,2012,Feb,13,No,Sunday,Holiday,Clear/Partly Cloudy,0.32,0.3333,0.36,0.0,58,267,325,Weekend/Holiday,Sunday
9998,2012-02-26,Spring,2012,Feb,14,No,Sunday,Holiday,Clear/Partly Cloudy,0.34,0.3485,0.31,0.0,68,263,331,Weekend/Holiday,Sunday
9999,2012-02-26,Spring,2012,Feb,15,No,Sunday,Holiday,Clear/Partly Cloudy,0.36,0.3485,0.29,0.0,72,281,353,Weekend/Holiday,Sunday
10000,2012-02-26,Spring,2012,Feb,16,No,Sunday,Holiday,Clear/Partly Cloudy,0.36,0.3333,0.32,0.2537,64,275,339,Weekend/Holiday,Sunday
10001,2012-02-26,Spring,2012,Feb,17,No,Sunday,Holiday,Clear/Partly Cloudy,0.36,0.3485,0.32,0.2239,46,241,287,Weekend/Holiday,Sunday
10002,2012-02-26,Spring,2012,Feb,18,No,Sunday,Holiday,Clear/Partly Cloudy,0.34,0.3182,0.36,0.2836,17,199,216,Weekend/Holiday,Sunday
10003,2012-02-26,Spring,2012,Feb,19,No,Sunday,Holiday,Clear/Partly Cloudy,0.34,0.3333,0.34,0.1642,13,130,143,Weekend/Holiday,Sunday
10004,2012-02-26,Spring,2012,Feb,20,No,Sunday,Holiday,Clear/Partly Cloudy,0.32,0.3182,0.42,0.1642,9,79,88,Weekend/Holiday,Sunday
10005,2012-02-26,Spring,2012,Feb,21,No,Sunday,Holiday,Clear/Partly Cloudy,0.3,0.303,0.45,0.1343,8,75,83,Weekend/Holiday,Sunday
10006,2012-02-26,Spring,2012,Feb,22,No,Sunday,Holiday,Clear/Partly Cloudy,0.3,0.2879,0.42,0.2239,3,68,71,Weekend/Holiday,Sunday
10007,2012-02-26,Spring,2012,Feb,23,No,Sunday,Holiday,Clear/Partly Cloudy,0.26,0.2576,0.56,0.1642,5,59,64,Weekend/Holiday,Sunday
10008,2012-02-27,Spring,2012,Feb,0,No,Monday,Working Day,Clear/Partly Cloudy,0.26,0.2424,0.6,0.2537,2,27,29,Working Day,Monday
10009,2012-02-27,Spring,2012,Feb,1,No,Monday,Working Day,Clear/Partly Cloudy,0.26,0.2576,0.65,0.2239,0,6,6,Working Day,Monday
10010,2012-02-27,Spring,2012,Feb,2,No,Monday,Working Day,Clear/Partly Cloudy,0.26,0.2273,0.7,0.2985,0,4,4,Working Day,Monday
10011,2012-02-27,Spring,2012,Feb,3,No,Monday,Working Day,Clear/Partly Cloudy,0.24,0.2424,0.75,0.1642,0,2,2,Working Day,Monday
10012,2012-02-27,Spring,2012,Feb,4,No,Monday,Working Day,Clear/Partly Cloudy,0.22,0.2273,0.8,0.1343,0,1,1,Working Day,Monday
10013,2012-02-27,Spring,2012,Feb,5,No,Monday,Working Day,Clear/Partly Cloudy,0.22,0.2273,0.8,0.1343,0,16,16,Working Day,Monday
10014,2012-02-27,Spring,2012,Feb,6,No,Monday,Working Day,Clear/Partly Cloudy,0.24,0.2273,0.7,0.2537,1,89,90,Working Day,Monday
10015,2012-02-27,Spring,2012,Feb,7,No,Monday,Working Day,Clear/Partly Cloudy,0.24,0.2273,0.6,0.2239,2,278,280,Working Day,Monday
10016,2012-02-27,Spring,2012,Feb,8,No,Monday,Working Day,Clear/Partly Cloudy,0.24,0.2424,0.6,0.0,14,514,528,Working Day,Monday
10017,2012-02-27,Spring,2012,Feb,9,No,Monday,Working Day,Clear/Partly Cloudy,0.26,0.2576,0.6,0.194,11,219,230,Working Day,Monday
10018,2012-02-27,Spring,2012,Feb,10,No,Monday,Working Day,Clear/Partly Cloudy,0.32,0.303,0.45,0.2537,16,88,104,Working Day,Monday
10019,2012-02-27,Spring,2012,Feb,11,No,Monday,Working Day,Clear/Partly Cloudy,0.36,0.3333,0.43,0.2537,11,92,103,Working Day,Monday
10020,2012-02-27,Spring,2012,Feb,12,No,Monday,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.37,0.2985,13,164,177,Working Day,Monday
